"lbdnum","sic3","firstyear","lastyear","mu_1977","mu_1982","mu_1987","mu_1992","mu_1997","mu_2002","emp_1977","emp_1978","emp_1979","emp_1980","emp_1981","emp_1982","emp_1983","emp_1984","emp_1985","emp_1986","emp_1987","emp_1988","emp_1989","emp_1990","emp_1991","emp_1992","emp_1993","emp_1994","emp_1995","emp_1996","emp_1997","emp_1998","emp_1999","emp_2000"
100006137804,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,41,15
100013563488,239,1977,1982,0,0,NA,NA,NA,NA,7,11,13,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100015940317,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100001530945,239,1977,1987,0,0,0,NA,NA,NA,2,7,35,43,30,35,15,16,13,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003729707,239,1986,1991,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011063813,239,1977,1980,0,0,NA,NA,NA,NA,5,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017492486,239,1993,1996,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,7,NA,NA,NA,NA
100002477957,239,1977,1993,1,1,1,1,1,NA,3,7,29,11,39,24,41,8,16,2,7,7,8,3,7,7,8,NA,NA,NA,NA,NA,NA,NA
100004655676,239,1980,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100016789116,239,1990,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,14,NA,NA,NA,NA,NA,NA,NA,NA
100019315672,239,1988,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA
100004532567,239,1980,2000,NA,0,0,0,0,0,NA,NA,NA,1,1,23,12,3,41,11,8,15,8,14,39,9,22,31,45,26,37,16,2,1
100020797981,239,1986,1992,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,11,12,16,32,NA,NA,NA,NA,NA,NA,NA,NA
100008796259,239,1977,1982,0,0,NA,NA,NA,NA,7,4,15,19,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005685129,239,1977,2000,0,0,0,0,0,0,4,27,1,45,36,60,106,112,47,27,22,5,4,25,1,5,5,1,5,4,14,14,18,12
100013320363,239,1979,1980,NA,0,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007845397,239,1979,1981,NA,0,NA,NA,NA,NA,NA,NA,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009143847,239,1994,1996,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,5,NA,NA,NA,NA
100003420412,239,1977,2000,0,0,0,0,0,0,22,18,1,9,2,41,77,45,20,31,36,20,24,8,1,3,13,13,7,8,13,6,6,12
100004293176,239,1977,1982,0,0,NA,NA,NA,NA,1,3,14,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013704239,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
100013500868,239,1992,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA
100008790856,239,1985,1989,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,9,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017555593,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3
100001667231,239,1977,1997,1,0,0,0,0,NA,17,29,6,2,1,27,20,41,36,35,26,45,39,32,26,56,9,3,2,4,1,NA,NA,NA
100019923578,239,1998,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5
100013409372,239,1981,1991,NA,0,0,0,NA,NA,NA,NA,NA,NA,12,38,65,65,36,63,3,5,6,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020695573,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,11,20
100016977342,239,1990,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,2,NA,NA,NA,NA,NA,NA,NA,NA
100005083589,239,1988,1990,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011233028,239,1987,1994,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,16,32,86,163,249,84,NA,NA,NA,NA,NA,NA
100013666767,239,1982,1985,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,7,18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006090564,239,1982,1987,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,11,15,12,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020904749,239,1985,1994,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,22,1,11,18,20,27,2,5,3,NA,NA,NA,NA,NA,NA
100016279883,239,1978,2000,NA,0,0,0,0,0,NA,1,59,106,10,49,87,89,114,33,62,53,31,62,109,20,29,5,9,11,24,5,7,5
100014629360,239,1994,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,1,NA,NA
100013156521,239,1979,1982,NA,0,NA,NA,NA,NA,NA,NA,0,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018324818,239,1982,1985,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,8,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001686825,239,1989,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,37,12,33,6,5,6,1,9,4,3,1
100015601898,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,4,9,1,3
100014306676,239,1977,1994,0,0,0,0,0,NA,18,7,47,67,7,11,11,19,28,26,59,8,15,30,81,39,8,9,NA,NA,NA,NA,NA,NA
100020426059,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
100007997363,239,1990,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,NA,NA,NA,NA,NA,NA,NA
100009785401,239,1987,1989,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000314332,239,1979,1994,NA,1,1,1,0,NA,NA,NA,14,27,53,117,234,330,137,7,4,6,4,11,8,13,7,3,NA,NA,NA,NA,NA,NA
100003956599,239,1977,2000,0,0,0,0,0,0,24,15,65,24,30,86,14,42,104,30,18,41,28,57,18,42,56,23,15,11,6,3,5,7
100016078933,239,1980,2000,NA,0,0,0,0,0,NA,NA,NA,17,5,5,20,46,111,32,6,24,26,48,68,10,30,10,16,1,14,18,33,33
100000118712,239,1977,1985,0,0,0,NA,NA,NA,9,31,48,44,4,15,7,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009837999,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,3,5
100012429465,239,1996,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA
100020785208,239,1979,1981,NA,0,NA,NA,NA,NA,NA,NA,3,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014319256,239,1986,1987,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013670800,239,1977,1978,0,0,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011531852,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,9,4
100013030218,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,14,17,21,22
100003432582,239,1978,1992,NA,0,0,0,NA,NA,NA,1,35,32,6,13,28,34,16,29,2,10,14,21,2,2,NA,NA,NA,NA,NA,NA,NA,NA
100018672930,239,1977,1985,0,0,0,NA,NA,NA,8,2,20,31,65,126,195,153,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020635612,239,1977,1987,0,0,0,NA,NA,NA,10,17,3,18,17,33,20,12,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100010398028,239,1983,1986,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003451279,239,1977,1986,0,0,0,NA,NA,NA,4,4,3,1,1,9,2,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007260364,239,1985,1987,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000805378,239,1977,1993,0,0,0,0,0,NA,16,61,68,13,23,23,16,10,9,24,1,2,12,4,3,3,5,NA,NA,NA,NA,NA,NA,NA
100017754928,239,1989,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
100003195238,239,1993,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13,19,14,7,2,9,NA
100013841206,239,1983,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,18,29,38,81,43,43,43,81,137,106,53,41,50,61,68,125,110,100
100010676190,239,1977,1979,1,1,NA,NA,NA,NA,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018650115,239,1977,1984,0,0,0,NA,NA,NA,9,7,3,8,3,12,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001040960,239,1977,1990,0,0,0,0,NA,NA,3,8,45,65,11,3,10,28,36,44,4,3,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020505307,239,1977,1995,1,0,0,0,0,NA,18,14,27,9,8,13,30,34,17,14,9,6,3,5,13,3,3,2,0,NA,NA,NA,NA,NA
100015502417,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,6,8,8
100002377135,239,1977,2000,1,1,1,1,1,1,3,25,42,29,38,27,88,60,38,4,2,4,7,23,40,58,30,41,50,89,157,151,156,156
100020601362,239,1998,1999,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
100017859224,239,1991,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,8,NA,NA,NA,NA,NA,NA,NA
100018790115,239,1986,1998,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,29,7,26,45,8,24,15,6,2,1,7,2,NA,NA
100006448987,239,1977,1977,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008319435,239,1977,1983,1,1,1,NA,NA,NA,1,6,21,65,23,36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007873107,239,1993,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7,18,10,3,8,14,15
100014622445,239,1991,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
100020820198,239,1994,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,25,64,28,50,NA
100002419584,239,1981,1983,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004691112,239,1989,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,10,1,NA,NA,NA,NA,NA,NA,NA,NA
100007829398,239,1980,1985,NA,0,0,NA,NA,NA,NA,NA,NA,6,16,16,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012278691,239,1987,1991,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,11,15,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018273960,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,11,22,17,18
100017712481,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
100000329111,239,1987,1991,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017020946,239,1986,1991,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,5,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008071767,239,1977,1977,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020421949,239,1982,2000,NA,0,0,0,0,0,NA,NA,NA,NA,NA,21,24,48,23,10,22,24,48,41,57,31,43,14,11,6,3,1,4,3
100016696824,239,1977,1980,0,0,NA,NA,NA,NA,5,6,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002835798,239,1979,1981,NA,0,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006637566,239,1989,1991,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008749742,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,10,4,16,15
100015993677,239,1981,1983,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001908744,239,1991,1999,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,18,16,6,1,1,5,0,NA
100003900469,239,1991,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA
100020111735,239,1987,1991,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,7,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000456963,239,1977,1984,0,0,0,NA,NA,NA,7,4,17,28,58,15,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006549021,239,1992,1998,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,4,5,11,6,NA,NA
100005427837,239,1991,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,15,4,4,3,11,1,6,4
100006340468,239,1987,1993,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,5,11,6,8,NA,NA,NA,NA,NA,NA,NA
100007721973,239,1991,1996,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,2,6,5,11,NA,NA,NA,NA
100012944374,239,1982,2000,NA,0,0,0,0,0,NA,NA,NA,NA,NA,18,42,62,78,141,13,30,42,36,12,4,2,10,20,23,29,61,66,23
100018306678,239,1988,1996,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,20,11,2,2,5,4,NA,NA,NA,NA
100004460336,239,1992,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA
100003988301,239,1991,1996,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,1,1,2,NA,NA,NA,NA
100000849906,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
100004945994,239,1977,1993,0,0,0,0,0,NA,10,24,66,78,55,55,25,14,13,1,2,12,11,4,3,1,3,NA,NA,NA,NA,NA,NA,NA
100019832902,239,1985,1996,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,16,31,58,154,73,12,3,2,1,NA,NA,NA,NA
100013606991,239,1985,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,26,32,7,19,42,80,64,78,38,22,4,20,4,1,3
100010920606,239,1980,1986,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,9,4,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011943066,239,1997,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
100009845525,239,1977,1989,0,0,0,0,NA,NA,11,26,3,23,3,12,17,18,9,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007578717,239,1991,1995,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,7,5,2,NA,NA,NA,NA,NA
100015868401,239,1993,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,7,8,NA,NA,NA
100006668899,239,1986,1994,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,13,4,1,6,9,3,NA,NA,NA,NA,NA,NA
100010691696,239,1977,2000,1,1,1,1,1,1,19,49,143,69,97,156,213,370,362,332,259,238,115,36,67,85,78,25,13,3,7,1,1,1
100018382732,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100006154764,239,1991,1999,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,9,6,15,17,17,4,3,NA
100019064435,239,1995,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,4,5,4,NA
100015919145,239,1979,1981,NA,0,NA,NA,NA,NA,NA,NA,3,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017794770,239,1987,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,9,15,17,6,13,23,29,36,44,90,98,85
100001490518,239,1977,1984,0,0,0,NA,NA,NA,5,10,2,13,2,8,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019766590,239,1994,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,4,20,44,72,121
100002719118,239,1977,1978,1,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001804512,239,1977,1982,0,0,NA,NA,NA,NA,4,16,27,31,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012418054,239,1989,1991,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006047492,239,1996,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA
100018969302,239,1983,1984,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008428723,239,1991,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,33,11,7,9,5,15,19,20
100005486267,239,1997,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
100015282464,239,1977,1992,0,0,0,0,NA,NA,9,19,51,11,2,21,23,13,7,13,10,6,11,12,16,14,NA,NA,NA,NA,NA,NA,NA,NA
100006976350,239,2000,2000,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100018689131,239,1977,1978,1,1,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008225457,239,1985,1988,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005880158,239,1997,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
100011486679,239,1977,1979,0,0,NA,NA,NA,NA,4,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020910535,239,1990,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,38,49,39,11,15,7,11,41,36
100015530759,239,1977,1981,0,0,NA,NA,NA,NA,6,7,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019781003,239,1988,1999,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,56,18,6,4,10,9,5,3,6,6,NA
100008220198,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,5,5
100008982043,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100006844165,239,1991,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,NA,NA,NA,NA,NA
100003739001,239,1989,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,9,6,NA,NA,NA,NA,NA,NA,NA,NA
100008472190,239,1981,2000,NA,0,0,0,0,0,NA,NA,NA,NA,14,56,41,11,10,44,81,66,39,33,50,8,5,5,9,5,15,19,22,20
100013585824,239,1977,1977,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005017919,239,1981,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013590132,239,1977,1999,0,0,0,0,0,0,23,42,23,4,1,38,18,28,13,38,2,6,4,4,20,25,15,12,22,49,24,50,38,NA
